dummy, algorithm, localsearch, alpha, beta, rho, ants, nnls, q0, dlb, rasrank, elitistants, instance
10, as, 0, 1.09, 5.27, 0.44, 19, 100, 2, __miss__, 200, 1500, 1
8, as, 1, 2.75, 7.89, 0.16, 57, 7, 2, 0, 200, 1500, 1
6, ras, 3, 2.21, 3.53, 0.49, 75, 27, 2, 1, 84, 1500, 1
6, acs, 3, 1.68, 6.43, 0.13, 70, 5, 0.98, 1, 200, 1500, 1
2, ras, 1, 4.64, 6.9, 0.07, 44, 13, 2, 0, 6, 1500, 1
10, ras, 3, 4.12, 6.27, 0.45, 84, 15, 2, 0, 42, 1500, 1
1, as, 0, 2.33, 5.62, 0.54, 36, 100, 2, __miss__, 200, 1500, 1
4, mmas, 2, 4.76, 2.14, 0.98, 80, 16, 2, 1, 200, 1500, 1
4, ras, 1, 2.42, 3.74, 0.06, 81, 13, 2, 1, 29, 1500, 1
5, acs, 2, 1.54, 1.27, 0.87, 43, 42, 0.55, 1, 200, 1500, 1
5, mmas, 3, 4.31, 3.91, 0.17, 14, 27, 2, 0, 200, 1500, 1
4, as, 3, 1.62, 6.39, 0.62, 39, 16, 2, 0, 200, 1500, 1
7, acs, 3, 3.22, 4.21, 0.85, 50, 13, 0.27, 0, 200, 1500, 1
3, acs, 3, 3.23, 5.67, 0.91, 21, 9, 0.73, 0, 200, 1500, 1
1, eas, 3, 1.46, 6.46, 0.94, 30, 26, 2, 1, 200, 469, 1
4, eas, 3, 3.07, 8.67, 0.93, 25, 22, 2, 1, 200, 88, 1
7, acs, 3, 2.49, 3.44, 0.57, 17, 18, 0.14, 0, 200, 1500, 1
4, acs, 3, 3.8, 8.12, 0.9, 23, 18, 0.31, 0, 200, 1500, 1
2, ras, 3, 2.11, 4.55, 0.97, 9, 21, 2, 1, 83, 1500, 1
8, acs, 1, 1.42, 3.08, 0.87, 7, 29, 0.18, 1, 200, 1500, 1
7, acs, 3, 2.06, 7.96, 0.7, 22, 24, 0.04, 1, 200, 1500, 1
9, mmas, 3, 2.87, 4.01, 0.96, 52, 21, 2, 1, 200, 1500, 1
7, ras, 2, 3.03, 5.12, 0.2, 74, 13, 2, 1, 54, 1500, 1
10, mmas, 2, 3.05, 3.64, 0.18, 22, 15, 2, 1, 200, 1500, 1
9, eas, 2, 2.48, 8.9, 0.93, 10, 8, 2, 1, 200, 114, 1
1, acs, 3, 1.76, 4.85, 0.82, 23, 26, 0.34, 1, 200, 1500, 1
4, mmas, 1, 3.89, 3.39, 0.91, 22, 30, 2, 1, 200, 1500, 1
3, ras, 2, 3.52, 1.38, 0.19, 39, 23, 2, 0, 94, 1500, 1
10, mmas, 0, 1.31, 6.51, 0.9, 51, 100, 2, __miss__, 200, 1500, 1
10, acs, 2, 2.95, 4.15, 0.98, 17, 21, 0.23, 1, 200, 1500, 1
4, acs, 3, 1.95, 3.23, 0.92, 47, 18, 0.27, 1, 200, 1500, 1
4, acs, 3, 3.03, 9.6, 0.8, 15, 30, 0.41, 1, 200, 1500, 1
4, acs, 1, 2.23, 6.32, 0.81, 62, 21, 0.15, 0, 200, 1500, 1
2, acs, 3, 4.01, 4.96, 0.77, 38, 25, 0.11, 1, 200, 1500, 1
6, acs, 3, 2.1, 4.27, 0.87, 25, 9, 0.35, 1, 200, 1500, 1
8, as, 1, 3.71, 5.75, 0.81, 14, 14, 2, 1, 200, 1500, 1
8, acs, 3, 2.77, 6.93, 0.99, 17, 21, 0.01, 1, 200, 1500, 1
4, acs, 0, 4.01, 4.43, 0.57, 21, 100, 0.39, __miss__, 200, 1500, 1
1, as, 0, 1.91, 7.65, 0.33, 84, 100, 2, __miss__, 200, 1500, 1
5, as, 2, 3.49, 3.72, 0.91, 56, 26, 2, 1, 200, 1500, 1
10, ras, 1, 4.73, 2.31, 0.72, 34, 11, 2, 1, 31, 1500, 1
1, mmas, 3, 3.28, 9.67, 0.21, 76, 13, 2, 1, 200, 1500, 1
6, acs, 1, 3.04, 8.31, 0.97, 22, 18, 0.1, 1, 200, 1500, 1
8, ras, 3, 3.5, 2.48, 0.34, 63, 13, 2, 1, 72, 1500, 1
2, mmas, 3, 3.01, 6.54, 0.73, 16, 25, 2, 0, 200, 1500, 1
5, acs, 3, 2.38, 4.62, 0.69, 13, 16, 0.28, 0, 200, 1500, 1
4, mmas, 0, 3.67, 7.5, 0.83, 15, 100, 2, __miss__, 200, 1500, 1
8, acs, 3, 1.91, 6.46, 0.89, 44, 25, 0.32, 1, 200, 1500, 1
3, ras, 1, 3.05, 3.75, 0.77, 12, 25, 2, 1, 62, 1500, 1
8, mmas, 2, 3.74, 5.68, 0.68, 78, 17, 2, 1, 200, 1500, 1
10, as, 3, 3.15, 5.81, 0.42, 66, 13, 2, 1, 200, 1500, 1
4, acs, 3, 4.56, 1.64, 0.69, 23, 30, 0.1, 1, 200, 1500, 1
5, acs, 1, 1.42, 4.31, 0.91, 36, 25, 0.5, 1, 200, 1500, 1
2, eas, 3, 4.36, 6.84, 0.8, 43, 17, 2, 1, 200, 17, 1
7, ras, 0, 3.81, 2.01, 0.97, 66, 100, 2, __miss__, 73, 1500, 1
1, mmas, 3, 2.11, 3.31, 0.94, 6, 37, 2, 0, 200, 1500, 1
7, acs, 0, 0.89, 2.57, 0.96, 58, 100, 0.17, __miss__, 200, 1500, 1
2, acs, 2, 3.35, 2.17, 0.84, 27, 23, 0.32, 1, 200, 1500, 1
5, acs, 3, 3.73, 5.12, 0.87, 36, 25, 0.2, 0, 200, 1500, 1
7, mmas, 3, 3.06, 9.54, 0.24, 100, 13, 2, 1, 200, 1500, 1
10, acs, 3, 2.07, 7.14, 0.89, 28, 18, 0.3, 1, 200, 1500, 1
5, mmas, 3, 4.54, 8.04, 0.29, 64, 6, 2, 1, 200, 1500, 1
10, acs, 2, 3.69, 6.72, 0.69, 34, 24, 0.24, 1, 200, 1500, 1
10, ras, 0, 4.61, 3.79, 0.67, 10, 100, 2, __miss__, 65, 1500, 1
5, acs, 3, 4.08, 7.96, 0.66, 28, 29, 0.05, 0, 200, 1500, 1
1, acs, 1, 2.22, 8.65, 0.62, 18, 23, 0.13, 0, 200, 1500, 1
1, eas, 3, 3.26, 2.97, 0.5, 31, 22, 2, 1, 200, 429, 1
6, acs, 3, 4.21, 5.84, 0.76, 43, 17, 0.06, 1, 200, 1500, 1
1, acs, 1, 2.9, 4.92, 0.48, 36, 34, 0.08, 1, 200, 1500, 1
1, acs, 3, 3, 0.36, 0.75, 44, 22, 0.39, 1, 200, 1500, 1
10, acs, 0, 3.57, 1.76, 0.66, 20, 100, 0.22, __miss__, 200, 1500, 1
2, acs, 3, 3.24, 6.82, 0.58, 25, 17, 0.1, 0, 200, 1500, 1
3, acs, 3, 2.98, 5.51, 0.9, 58, 35, 0.2, 0, 200, 1500, 1
8, eas, 2, 4.52, 6.48, 0.37, 53, 12, 2, 0, 200, 311, 1
3, acs, 3, 2.55, 6.38, 0.95, 28, 39, 0.19, 0, 200, 1500, 1
1, acs, 3, 4.23, 7.49, 0.67, 42, 21, 0, 1, 200, 1500, 1
10, acs, 3, 1.95, 2.05, 0.82, 20, 27, 0.12, 1, 200, 1500, 1
7, eas, 2, 3.11, 7.63, 0.13, 70, 13, 2, 1, 200, 414, 1
7, acs, 3, 4.1, 1.28, 0.94, 52, 9, 0.18, 1, 200, 1500, 1
10, acs, 3, 4.53, 5.67, 0.85, 39, 16, 0.12, 1, 200, 1500, 1
8, acs, 2, 1.97, 4.87, 0.81, 33, 36, 0.58, 1, 200, 1500, 1
2, acs, 1, 2.97, 4.78, 0.8, 22, 25, 0.06, 1, 200, 1500, 1
3, acs, 3, 2.51, 5.5, 0.72, 27, 26, 0.27, 0, 200, 1500, 1
2, acs, 3, 0.65, 3.53, 0.94, 5, 32, 0.13, 1, 200, 1500, 1
4, acs, 1, 3.9, 8.79, 0.36, 64, 8, 0.27, 1, 200, 1500, 1
2, acs, 3, 1.85, 4.95, 0.8, 30, 16, 0.45, 1, 200, 1500, 1
9, acs, 3, 1.53, 8.95, 0.94, 24, 24, 0.19, 1, 200, 1500, 1
5, acs, 3, 4.12, 8.25, 0.93, 36, 24, 0.06, 1, 200, 1500, 1
5, as, 3, 3.43, 3.75, 1, 49, 9, 2, 1, 200, 1500, 1
5, acs, 1, 4.73, 6.38, 0.94, 40, 21, 0.29, 0, 200, 1500, 1
2, acs, 3, 2.59, 3.97, 0.91, 56, 22, 0.06, 1, 200, 1500, 1
9, acs, 1, 3.15, 3.73, 0.71, 21, 9, 0.24, 1, 200, 1500, 1
9, acs, 3, 3.19, 2.53, 0.64, 26, 24, 0.14, 1, 200, 1500, 1
10, acs, 1, 0.94, 3.89, 0.93, 42, 19, 0.16, 1, 200, 1500, 1
6, as, 3, 3.37, 9.4, 0.25, 91, 17, 2, 1, 200, 1500, 1
8, ras, 0, 2.89, 6.01, 0.79, 37, 100, 2, __miss__, 57, 1500, 1
1, mmas, 3, 1.75, 5.56, 0.85, 41, 26, 2, 1, 200, 1500, 1
9, ras, 3, 4.21, 3.23, 0.97, 37, 11, 2, 1, 45, 1500, 1
2, as, 3, 2.84, 4.82, 0.99, 45, 18, 2, 1, 200, 1500, 1
10, mmas, 3, 2.48, 4.37, 0.91, 46, 13, 2, 1, 200, 1500, 1
7, ras, 3, 1.29, 4.69, 0.98, 7, 16, 2, 1, 12, 1500, 1
10, acs, 3, 3.02, 5.29, 0.96, 33, 16, 0.18, 1, 200, 1500, 1
2, acs, 3, 2.06, 5.74, 0.99, 20, 10, 0.01, 1, 200, 1500, 1
7, acs, 0, 4.23, 6.95, 0.69, 75, 100, 0.12, __miss__, 200, 1500, 1
4, ras, 3, 3.65, 4.03, 0.33, 78, 27, 2, 1, 32, 1500, 1
2, eas, 2, 4.14, 5.35, 0.85, 57, 15, 2, 0, 200, 388, 1
9, mmas, 3, 1.23, 2.42, 0.77, 37, 30, 2, 1, 200, 1500, 1
1, acs, 3, 3.1, 4.02, 0.9, 36, 8, 0.39, 1, 200, 1500, 1
5, acs, 3, 2.31, 6.5, 0.71, 70, 6, 0.23, 1, 200, 1500, 1
5, mmas, 3, 3.31, 3.32, 0.96, 23, 23, 2, 0, 200, 1500, 1
10, ras, 3, 3.6, 1.66, 1, 9, 9, 2, 0, 5, 1500, 1
5, as, 1, 3.4, 6.83, 0.24, 100, 16, 2, 0, 200, 1500, 1
3, acs, 2, 2.52, 4.46, 0.83, 8, 23, 0.14, 0, 200, 1500, 1
7, mmas, 3, 3.6, 4.14, 0.51, 85, 12, 2, 0, 200, 1500, 1
5, acs, 0, 4.58, 5.86, 0.91, 21, 100, 0.23, __miss__, 200, 1500, 1
4, acs, 3, 2.56, 4.29, 0.77, 21, 19, 0.3, 1, 200, 1500, 1
6, ras, 3, 3.69, 4.18, 0.51, 41, 21, 2, 1, 89, 1500, 1
5, ras, 3, 0.23, 7.75, 0.78, 20, 7, 2, 1, 25, 1500, 1
9, mmas, 2, 4.93, 5.91, 0.29, 92, 7, 2, 1, 200, 1500, 1
9, ras, 3, 2.68, 5.45, 0.52, 24, 18, 2, 1, 26, 1500, 1
1, mmas, 1, 4.04, 8.85, 0.14, 69, 12, 2, 0, 200, 1500, 1
10, acs, 2, 3.51, 7.23, 0.93, 32, 24, 0.45, 0, 200, 1500, 1
7, mmas, 3, 3.19, 8.75, 0.37, 95, 13, 2, 1, 200, 1500, 1
5, ras, 1, 0.5, 1.73, 0.98, 47, 30, 2, 0, 88, 1500, 1
6, eas, 0, 4, 3.61, 0.82, 13, 100, 2, __miss__, 200, 552, 1
3, acs, 2, 2.74, 5.69, 0.88, 9, 15, 0.46, 1, 200, 1500, 1
4, acs, 0, 3.33, 2.51, 0.86, 53, 100, 0.01, __miss__, 200, 1500, 1
2, eas, 0, 1.72, 7.12, 0.69, 20, 100, 2, __miss__, 200, 440, 1
6, acs, 3, 2.5, 8.42, 0.73, 35, 25, 0.04, 0, 200, 1500, 1
9, acs, 3, 3.79, 6.41, 0.79, 14, 19, 0, 1, 200, 1500, 1
7, ras, 3, 2.48, 5.36, 0.72, 44, 23, 2, 1, 93, 1500, 1
8, acs, 3, 0.99, 4.5, 0.51, 50, 23, 0.1, 0, 200, 1500, 1
8, mmas, 0, 3.33, 9.06, 0.3, 96, 100, 2, __miss__, 200, 1500, 1
7, acs, 3, 2.49, 7.16, 0.58, 9, 16, 0.29, 0, 200, 1500, 1
4, acs, 2, 2.12, 2.3, 0.63, 36, 24, 0.41, 0, 200, 1500, 1
2, acs, 3, 3.02, 6.45, 0.8, 8, 23, 0.19, 1, 200, 1500, 1
1, acs, 3, 1.24, 4.22, 0.95, 19, 20, 0.07, 1, 200, 1500, 1
7, acs, 3, 2.26, 5.97, 0.94, 30, 13, 0.34, 0, 200, 1500, 1
1, acs, 3, 1.86, 4, 0.99, 15, 22, 0.03, 1, 200, 1500, 1
1, acs, 1, 2.88, 5.31, 0.8, 52, 18, 0.1, 1, 200, 1500, 1
2, acs, 3, 2.87, 3.83, 0.86, 61, 8, 0.21, 1, 200, 1500, 1
2, acs, 2, 2.51, 5.4, 0.73, 45, 15, 0.01, 1, 200, 1500, 1
5, acs, 3, 3.27, 3.54, 0.89, 54, 14, 0.06, 1, 200, 1500, 1
5, acs, 2, 2.33, 8.27, 0.94, 15, 15, 0.43, 1, 200, 1500, 1
8, mmas, 3, 2.55, 2.32, 0.85, 30, 13, 2, 1, 200, 1500, 1
7, acs, 3, 2.11, 5.57, 0.65, 17, 13, 0.13, 1, 200, 1500, 1
5, acs, 3, 2.64, 3.95, 0.98, 5, 11, 0.32, 1, 200, 1500, 1
3, acs, 3, 1.57, 7.29, 0.91, 42, 9, 0.05, 1, 200, 1500, 1
1, acs, 3, 2.32, 5.76, 0.8, 28, 16, 0.21, 1, 200, 1500, 1
7, as, 3, 3, 5.57, 0.82, 12, 10, 2, 1, 200, 1500, 1
5, acs, 3, 4.04, 7.72, 0.7, 11, 22, 0.03, 0, 200, 1500, 1
9, acs, 3, 3.44, 5.14, 0.98, 6, 10, 0.26, 1, 200, 1500, 1
10, acs, 3, 1.75, 6.01, 0.99, 13, 13, 0.11, 1, 200, 1500, 1
2, acs, 3, 3.21, 3.34, 0.96, 15, 16, 0.23, 1, 200, 1500, 1
2, acs, 3, 3.04, 8.06, 0.96, 11, 18, 0.02, 1, 200, 1500, 1
9, acs, 3, 2.12, 4.12, 0.79, 17, 13, 0.35, 1, 200, 1500, 1
9, acs, 3, 2.61, 7.02, 0.95, 34, 8, 0.17, 1, 200, 1500, 1
3, acs, 3, 1.63, 3.08, 0.88, 26, 10, 0.38, 1, 200, 1500, 1
4, ras, 3, 3.14, 5.69, 0.95, 14, 22, 2, 1, 49, 1500, 1
4, acs, 3, 1.73, 5.93, 0.77, 18, 14, 0.27, 1, 200, 1500, 1
2, acs, 3, 0.76, 5.69, 0.79, 35, 15, 0.02, 1, 200, 1500, 1
5, eas, 3, 0.87, 5.52, 0.74, 32, 13, 2, 1, 200, 702, 1
5, acs, 3, 1.75, 3.93, 0.95, 53, 12, 0.49, 1, 200, 1500, 1
7, acs, 3, 1.4, 5.85, 0.78, 14, 6, 0.05, 1, 200, 1500, 1
7, acs, 3, 3.81, 4.95, 0.92, 12, 12, 0.08, 1, 200, 1500, 1
10, acs, 3, 3.14, 3.26, 0.78, 26, 15, 0.11, 1, 200, 1500, 1
7, acs, 3, 1.3, 5.87, 0.83, 27, 8, 0.01, 1, 200, 1500, 1
8, acs, 3, 2.51, 7.74, 0.7, 41, 9, 0.13, 1, 200, 1500, 1
5, acs, 3, 2.05, 4.06, 0.83, 45, 22, 0.07, 0, 200, 1500, 1
1, acs, 3, 2.92, 2.97, 0.98, 17, 13, 0.06, 1, 200, 1500, 1
7, acs, 3, 4.99, 5.58, 0.72, 23, 20, 0.02, 0, 200, 1500, 1
10, acs, 3, 3.15, 7.07, 0.87, 13, 7, 0.19, 1, 200, 1500, 1
2, ras, 3, 2.93, 3.11, 0.84, 24, 16, 2, 1, 78, 1500, 1
8, acs, 3, 4.1, 4.84, 0.75, 25, 13, 0.08, 1, 200, 1500, 1
8, acs, 3, 3.08, 4.38, 0.79, 35, 17, 0.18, 0, 200, 1500, 1
5, as, 3, 3.29, 3.01, 0.92, 16, 5, 2, 1, 200, 1500, 1
3, acs, 2, 2.43, 4.8, 0.95, 34, 10, 0.23, 1, 200, 1500, 1
2, acs, 3, 2.64, 2.57, 0.96, 11, 19, 0.53, 1, 200, 1500, 1
5, as, 3, 1.29, 3.24, 0.83, 37, 13, 2, 1, 200, 1500, 1
3, acs, 3, 2.82, 4.54, 0.96, 45, 10, 0.4, 1, 200, 1500, 1
1, acs, 3, 2.75, 3.6, 0.8, 31, 6, 0.38, 1, 200, 1500, 1
8, ras, 0, 3.71, 6.68, 0.95, 6, 100, 2, __miss__, 12, 1500, 1
6, eas, 3, 2.41, 6.71, 0.86, 21, 5, 2, 1, 200, 476, 1
4, acs, 3, 2.44, 3.58, 0.71, 19, 14, 0.1, 1, 200, 1500, 1
1, acs, 3, 3.57, 3.87, 0.76, 69, 28, 0.01, 1, 200, 1500, 1
3, acs, 3, 2.63, 6.93, 0.73, 29, 5, 0.29, 1, 200, 1500, 1
4, acs, 3, 2.77, 5.26, 0.88, 16, 17, 0.39, 1, 200, 1500, 1
2, acs, 3, 1.04, 6.97, 0.82, 12, 18, 0.26, 1, 200, 1500, 1
1, acs, 3, 2.89, 2.84, 0.92, 52, 32, 0.1, 1, 200, 1500, 1
10, acs, 3, 2.95, 3.86, 0.79, 35, 14, 0.13, 1, 200, 1500, 1
1, acs, 3, 2.62, 3.93, 0.97, 9, 13, 0.34, 1, 200, 1500, 1
4, acs, 3, 3.69, 4.78, 0.99, 48, 12, 0.21, 1, 200, 1500, 1
8, acs, 3, 1.72, 4.82, 0.95, 13, 5, 0.2, 1, 200, 1500, 1
3, acs, 3, 3.65, 4.27, 0.71, 5, 9, 0.42, 0, 200, 1500, 1
8, acs, 3, 2.97, 6.48, 0.94, 30, 18, 0.08, 1, 200, 1500, 1
8, acs, 3, 3.7, 7.44, 0.79, 9, 22, 0.08, 1, 200, 1500, 1
1, acs, 0, 2.84, 7.17, 0.88, 12, 100, 0.19, __miss__, 200, 1500, 1
10, ras, 3, 1.84, 3.24, 0.93, 10, 9, 2, 1, 93, 1500, 1
7, acs, 2, 2.08, 4.68, 0.69, 30, 7, 0.36, 1, 200, 1500, 1
7, acs, 3, 1.32, 3.89, 0.93, 17, 9, 0.59, 1, 200, 1500, 1
7, acs, 3, 2.8, 2.85, 0.91, 75, 19, 0.01, 1, 200, 1500, 1
3, acs, 3, 2.64, 4.58, 0.96, 30, 27, 0.41, 1, 200, 1500, 1
3, acs, 3, 1.99, 9.14, 0.97, 18, 15, 0.13, 0, 200, 1500, 1
9, as, 3, 2.43, 5.7, 0.91, 36, 10, 2, 1, 200, 1500, 1
6, acs, 3, 1.01, 5.65, 0.94, 26, 17, 0.06, 1, 200, 1500, 1
3, acs, 3, 3.49, 5.97, 0.93, 10, 6, 0.16, 1, 200, 1500, 1
6, as, 3, 1.87, 6.75, 0.98, 20, 15, 2, 1, 200, 1500, 1
4, acs, 3, 1.04, 4.22, 0.94, 9, 7, 0.34, 1, 200, 1500, 1
3, acs, 3, 2.24, 2.45, 0.85, 21, 16, 0.19, 1, 200, 1500, 1
8, acs, 2, 2.82, 7.87, 0.77, 6, 10, 0.04, 1, 200, 1500, 1
1, acs, 3, 3.71, 3.55, 0.91, 25, 22, 0.11, 1, 200, 1500, 1
10, acs, 3, 1.93, 5.03, 0.97, 36, 15, 0.01, 1, 200, 1500, 1
7, acs, 3, 3.02, 6.65, 0.88, 11, 17, 0.01, 1, 200, 1500, 1
5, acs, 3, 3.73, 4.6, 0.93, 21, 19, 0, 0, 200, 1500, 1
9, acs, 3, 2.27, 0.34, 0.74, 19, 15, 0.29, 1, 200, 1500, 1
10, acs, 3, 2.26, 3.18, 0.66, 13, 11, 0.19, 1, 200, 1500, 1
9, ras, 3, 3.93, 5.37, 0.98, 13, 15, 2, 1, 34, 1500, 1
10, acs, 3, 3.43, 3.16, 0.84, 36, 9, 0.37, 1, 200, 1500, 1
3, acs, 3, 4.36, 4.68, 0.78, 30, 9, 0.04, 1, 200, 1500, 1
2, acs, 3, 3.14, 6.12, 0.9, 26, 12, 0.46, 1, 200, 1500, 1
4, mmas, 3, 2.97, 3.69, 0.84, 38, 18, 2, 1, 200, 1500, 1
9, ras, 3, 3.11, 4.19, 1, 21, 6, 2, 1, 52, 1500, 1
10, as, 3, 2.83, 4.92, 0.95, 28, 14, 2, 1, 200, 1500, 1
2, acs, 3, 2.19, 5.39, 0.61, 34, 6, 0.29, 0, 200, 1500, 1
8, as, 3, 4.24, 5.94, 0.68, 7, 24, 2, 1, 200, 1500, 1
7, mmas, 3, 0.78, 3.79, 0.76, 22, 11, 2, 1, 200, 1500, 1
7, mmas, 3, 1.2, 3.04, 0.95, 24, 6, 2, 1, 200, 1500, 1
10, acs, 1, 3.81, 5.7, 0.57, 25, 20, 0.04, 1, 200, 1500, 1
4, acs, 3, 3.89, 4.89, 0.85, 27, 19, 0.55, 1, 200, 1500, 1
3, ras, 3, 3.06, 6.35, 0.91, 29, 17, 2, 1, 42, 1500, 1
9, acs, 3, 1.99, 4.29, 0.7, 17, 24, 0.01, 1, 200, 1500, 1
6, acs, 3, 3.54, 4.43, 0.85, 17, 5, 0.45, 1, 200, 1500, 1
4, acs, 3, 2.58, 7.6, 0.98, 24, 11, 0.23, 1, 200, 1500, 1
6, acs, 3, 1.33, 4.11, 0.95, 37, 11, 0.11, 1, 200, 1500, 1
6, acs, 3, 3.23, 3.73, 0.85, 28, 10, 0.18, 1, 200, 1500, 1
7, acs, 3, 1.14, 4.93, 0.72, 33, 5, 0.37, 1, 200, 1500, 1
8, acs, 3, 3.11, 5.81, 0.89, 8, 7, 0.44, 1, 200, 1500, 1
5, acs, 3, 3.08, 6.17, 0.97, 37, 5, 0.06, 1, 200, 1500, 1
2, acs, 3, 2.65, 4.5, 0.96, 69, 9, 0.16, 1, 200, 1500, 1
1, acs, 3, 2.68, 6.28, 0.85, 23, 7, 0.25, 1, 200, 1500, 1
2, mmas, 3, 1.88, 2.44, 0.99, 29, 11, 2, 1, 200, 1500, 1
4, acs, 3, 4.01, 5.53, 0.86, 10, 19, 0.27, 1, 200, 1500, 1
6, acs, 3, 3.02, 4.46, 0.97, 28, 9, 0.24, 1, 200, 1500, 1
3, acs, 3, 1.73, 4.75, 0.94, 40, 7, 0.05, 1, 200, 1500, 1
1, mmas, 3, 1.58, 4.94, 1, 15, 7, 2, 0, 200, 1500, 1
1, acs, 3, 1.47, 4.1, 0.8, 20, 15, 0.21, 1, 200, 1500, 1
9, acs, 3, 2.46, 3.22, 0.94, 15, 12, 0.37, 1, 200, 1500, 1
6, acs, 3, 1.05, 1.94, 0.97, 38, 8, 0.29, 1, 200, 1500, 1
7, ras, 3, 2.08, 3.98, 0.8, 27, 17, 2, 1, 28, 1500, 1
6, acs, 0, 4.28, 6.7, 0.77, 9, 100, 0.25, __miss__, 200, 1500, 1
8, acs, 3, 2.64, 2.23, 0.78, 14, 5, 0.36, 1, 200, 1500, 1
8, acs, 3, 3.36, 4.98, 0.9, 17, 16, 0.12, 1, 200, 1500, 1
3, ras, 3, 2.12, 5.83, 0.75, 14, 5, 2, 1, 82, 1500, 1
7, acs, 3, 3.21, 5, 0.92, 9, 25, 0.12, 1, 200, 1500, 1
5, acs, 3, 3.92, 4.82, 0.93, 12, 32, 0.37, 1, 200, 1500, 1
2, eas, 3, 1.68, 4.68, 0.74, 33, 11, 2, 1, 200, 711, 1
2, acs, 3, 0.7, 4.89, 0.93, 14, 8, 0.12, 1, 200, 1500, 1
2, acs, 3, 1.57, 4.35, 0.59, 15, 16, 0.1, 1, 200, 1500, 1
2, acs, 3, 2.44, 4.39, 0.63, 9, 21, 0.18, 1, 200, 1500, 1
4, acs, 3, 3.05, 7.3, 0.86, 21, 13, 0.16, 1, 200, 1500, 1
2, acs, 3, 2.31, 2.74, 0.77, 8, 10, 0.24, 1, 200, 1500, 1
2, acs, 3, 2.87, 3.65, 0.84, 6, 11, 0.3, 1, 200, 1500, 1
4, acs, 3, 3.02, 6.53, 0.95, 6, 13, 0.24, 1, 200, 1500, 1
5, acs, 3, 2.82, 5.44, 0.98, 14, 13, 0.34, 1, 200, 1500, 1
2, acs, 3, 2.19, 5.09, 0.65, 10, 10, 0.17, 1, 200, 1500, 1
2, acs, 3, 1.65, 3.3, 0.87, 17, 7, 0.35, 1, 200, 1500, 1
5, acs, 3, 1.96, 3.59, 0.93, 9, 12, 0.38, 1, 200, 1500, 1
1, acs, 3, 2.41, 3.06, 0.84, 10, 13, 0.28, 1, 200, 1500, 1
2, acs, 3, 2.8, 4.07, 0.96, 13, 9, 0.17, 1, 200, 1500, 1
8, acs, 3, 2.42, 3.1, 0.9, 33, 14, 0.52, 1, 200, 1500, 1
2, acs, 3, 2.37, 1.25, 0.96, 5, 29, 0.38, 1, 200, 1500, 1
5, acs, 1, 2.16, 4.13, 0.67, 12, 16, 0.21, 1, 200, 1500, 1
1, acs, 3, 2.96, 3.72, 0.99, 27, 12, 0.44, 1, 200, 1500, 1
6, acs, 3, 2.43, 8.33, 0.84, 12, 10, 0.15, 1, 200, 1500, 1
4, acs, 3, 2.5, 2.34, 0.99, 22, 8, 0.5, 1, 200, 1500, 1
2, acs, 3, 2.25, 4.36, 0.94, 7, 9, 0.34, 1, 200, 1500, 1
4, acs, 3, 2.51, 2.74, 0.98, 11, 22, 0.56, 1, 200, 1500, 1
10, acs, 3, 2.44, 1.46, 0.96, 15, 16, 0.44, 1, 200, 1500, 1
10, acs, 3, 2.47, 4.52, 0.57, 16, 16, 0.17, 1, 200, 1500, 1
2, acs, 3, 2.62, 3.29, 0.95, 12, 13, 0.26, 1, 200, 1500, 1
7, acs, 3, 2.55, 4.24, 0.87, 5, 14, 0.36, 1, 200, 1500, 1
10, eas, 3, 2.39, 4.09, 0.73, 39, 10, 2, 1, 200, 289, 1
10, acs, 3, 2.96, 2.94, 0.99, 25, 16, 0.59, 1, 200, 1500, 1
9, acs, 3, 1.82, 5.73, 0.92, 36, 12, 0.29, 1, 200, 1500, 1
4, acs, 3, 2.99, 3.51, 0.99, 6, 23, 0.26, 1, 200, 1500, 1
6, acs, 2, 2.05, 4.83, 0.56, 18, 12, 0.16, 1, 200, 1500, 1
6, acs, 0, 2.5, 6.06, 0.69, 23, 100, 0.05, __miss__, 200, 1500, 1
7, acs, 3, 2.55, 1.82, 0.95, 14, 19, 0.78, 1, 200, 1500, 1
8, acs, 3, 2.6, 2.75, 0.93, 22, 18, 0.56, 1, 200, 1500, 1
2, acs, 3, 2.36, 7.49, 0.94, 19, 15, 0.16, 1, 200, 1500, 1
2, acs, 3, 2.05, 4.25, 0.72, 8, 10, 0.07, 1, 200, 1500, 1
5, acs, 3, 2.25, 5.03, 0.72, 19, 15, 0.19, 1, 200, 1500, 1
7, acs, 3, 2.12, 6.97, 0.86, 18, 14, 0.19, 1, 200, 1500, 1
5, acs, 3, 1.99, 4.44, 0.96, 8, 8, 0.57, 1, 200, 1500, 1
6, acs, 3, 3.49, 1.49, 0.99, 17, 19, 0.44, 1, 200, 1500, 1
2, acs, 3, 2.35, 5.11, 0.73, 10, 9, 0.09, 1, 200, 1500, 1
1, acs, 3, 1.74, 4.37, 0.7, 7, 18, 0.16, 1, 200, 1500, 1
4, acs, 3, 2.71, 5.5, 0.76, 24, 15, 0.16, 1, 200, 1500, 1
3, acs, 3, 1.81, 4.66, 0.63, 30, 14, 0.14, 1, 200, 1500, 1
9, acs, 3, 1.52, 2.21, 0.88, 11, 17, 0.63, 1, 200, 1500, 1
